InstYear,EnergyStorTech,ModelGeography,SubGeography1,StorMaxLifetimeCharge
2022,SIXHR_BATTERY,INDIA,WR,0.0
2022,SIXHR_BATTERY,INDIA,NR,0.0
2022,SIXHR_BATTERY,INDIA,SR,0.0
2022,SIXHR_BATTERY,INDIA,NER,0.0
2022,PUMPED_STOR,INDIA,ER,0.0
2022,PUMPED_STOR,INDIA,WR,0.0
2022,PUMPED_STOR,INDIA,NR,0.0
2022,PUMPED_STOR,INDIA,SR,0.0
2022,PUMPED_STOR,INDIA,NER,0.0
2023,FOURHR_BATTERY,INDIA,ER,0.0
2023,FOURHR_BATTERY,INDIA,WR,0.0
2023,FOURHR_BATTERY,INDIA,NR,0.0
2023,FOURHR_BATTERY,INDIA,SR,0.0
2023,FOURHR_BATTERY,INDIA,NER,0.0
2023,SIXHR_BATTERY,INDIA,ER,0.0
2023,SIXHR_BATTERY,INDIA,WR,0.0
2023,SIXHR_BATTERY,INDIA,NR,0.0
2023,SIXHR_BATTERY,INDIA,SR,0.0
2023,SIXHR_BATTERY,INDIA,NER,0.0
2023,PUMPED_STOR,INDIA,ER,0.0
2023,PUMPED_STOR,INDIA,WR,0.0
2023,PUMPED_STOR,INDIA,NR,0.0
2023,PUMPED_STOR,INDIA,SR,0.0
2023,PUMPED_STOR,INDIA,NER,0.0
2024,FOURHR_BATTERY,INDIA,ER,0.0
2024,FOURHR_BATTERY,INDIA,WR,0.0
2024,FOURHR_BATTERY,INDIA,NR,0.0
2024,FOURHR_BATTERY,INDIA,SR,0.0
2024,FOURHR_BATTERY,INDIA,NER,0.0
2024,SIXHR_BATTERY,INDIA,ER,0.0
2024,SIXHR_BATTERY,INDIA,WR,0.0
2024,SIXHR_BATTERY,INDIA,NR,0.0
2024,SIXHR_BATTERY,INDIA,SR,0.0
2024,SIXHR_BATTERY,INDIA,NER,0.0
2024,PUMPED_STOR,INDIA,ER,0.0
2024,PUMPED_STOR,INDIA,WR,0.0
2024,PUMPED_STOR,INDIA,NR,250000.0
2024,PUMPED_STOR,INDIA,SR,0.0
2024,PUMPED_STOR,INDIA,NER,0.0
2025,FOURHR_BATTERY,INDIA,ER,0.0
2025,FOURHR_BATTERY,INDIA,WR,0.0
2025,FOURHR_BATTERY,INDIA,NR,0.0
2025,FOURHR_BATTERY,INDIA,SR,0.0
2025,FOURHR_BATTERY,INDIA,NER,0.0
2025,SIXHR_BATTERY,INDIA,ER,0.0
2025,SIXHR_BATTERY,INDIA,WR,0.0
2025,SIXHR_BATTERY,INDIA,NR,0.0
2025,SIXHR_BATTERY,INDIA,SR,0.0
2025,SIXHR_BATTERY,INDIA,NER,0.0
2025,PUMPED_STOR,INDIA,ER,0.0
2025,PUMPED_STOR,INDIA,WR,0.0
2025,PUMPED_STOR,INDIA,NR,0.0
2025,PUMPED_STOR,INDIA,SR,125000.0
2025,PUMPED_STOR,INDIA,NER,0.0
2026,FOURHR_BATTERY,INDIA,ER,0.0
2026,FOURHR_BATTERY,INDIA,WR,0.0
2026,FOURHR_BATTERY,INDIA,NR,0.0
2026,FOURHR_BATTERY,INDIA,SR,0.0
2026,FOURHR_BATTERY,INDIA,NER,0.0
2026,SIXHR_BATTERY,INDIA,ER,0.0
2026,SIXHR_BATTERY,INDIA,WR,0.0
2026,SIXHR_BATTERY,INDIA,NR,0.0
2026,SIXHR_BATTERY,INDIA,SR,0.0
2026,SIXHR_BATTERY,INDIA,NER,0.0
2026,PUMPED_STOR,INDIA,ER,0.0
2026,PUMPED_STOR,INDIA,WR,20000.0
2026,PUMPED_STOR,INDIA,NR,0.0
2026,PUMPED_STOR,INDIA,SR,0.0
2026,PUMPED_STOR,INDIA,NER,0.0
2027,FOURHR_BATTERY,INDIA,ER,0.0
2027,FOURHR_BATTERY,INDIA,WR,0.0
2027,FOURHR_BATTERY,INDIA,NR,0.0
2027,FOURHR_BATTERY,INDIA,SR,0.0
2027,FOURHR_BATTERY,INDIA,NER,0.0
2027,SIXHR_BATTERY,INDIA,ER,0.0
2027,SIXHR_BATTERY,INDIA,WR,0.0
2027,SIXHR_BATTERY,INDIA,NR,0.0
2027,SIXHR_BATTERY,INDIA,SR,0.0
2027,SIXHR_BATTERY,INDIA,NER,0.0
2027,PUMPED_STOR,INDIA,ER,0.0
2027,PUMPED_STOR,INDIA,WR,0.0
2027,PUMPED_STOR,INDIA,NR,0.0
2027,PUMPED_STOR,INDIA,SR,0.0
2027,PUMPED_STOR,INDIA,NER,0.0
2028,FOURHR_BATTERY,INDIA,ER,0.0
2028,FOURHR_BATTERY,INDIA,WR,0.0
2028,FOURHR_BATTERY,INDIA,NR,0.0
2028,FOURHR_BATTERY,INDIA,SR,0.0
2028,FOURHR_BATTERY,INDIA,NER,0.0
2028,SIXHR_BATTERY,INDIA,ER,0.0
2028,SIXHR_BATTERY,INDIA,WR,0.0
2028,SIXHR_BATTERY,INDIA,NR,0.0
2028,SIXHR_BATTERY,INDIA,SR,0.0
2028,SIXHR_BATTERY,INDIA,NER,0.0
2028,PUMPED_STOR,INDIA,ER,0.0
2028,PUMPED_STOR,INDIA,WR,0.0
2028,PUMPED_STOR,INDIA,NR,0.0
2028,PUMPED_STOR,INDIA,SR,0.0
2028,PUMPED_STOR,INDIA,NER,0.0
2029,FOURHR_BATTERY,INDIA,ER,0.0
2029,FOURHR_BATTERY,INDIA,WR,0.0
2029,FOURHR_BATTERY,INDIA,NR,12392.778207901001
2029,FOURHR_BATTERY,INDIA,SR,0.0
2029,FOURHR_BATTERY,INDIA,NER,0.0
2029,SIXHR_BATTERY,INDIA,ER,0.0
2029,SIXHR_BATTERY,INDIA,WR,0.0
2029,SIXHR_BATTERY,INDIA,NR,0.0
2029,SIXHR_BATTERY,INDIA,SR,0.0
2029,SIXHR_BATTERY,INDIA,NER,0.0
2029,PUMPED_STOR,INDIA,ER,0.0
2029,PUMPED_STOR,INDIA,WR,0.0
2029,PUMPED_STOR,INDIA,NR,0.0
2029,PUMPED_STOR,INDIA,SR,0.0
2029,PUMPED_STOR,INDIA,NER,0.0
2030,FOURHR_BATTERY,INDIA,ER,0.0
2030,FOURHR_BATTERY,INDIA,WR,0.0
2030,FOURHR_BATTERY,INDIA,NR,0.0
2030,FOURHR_BATTERY,INDIA,SR,0.0
2030,FOURHR_BATTERY,INDIA,NER,0.0
2030,SIXHR_BATTERY,INDIA,ER,0.0
2030,SIXHR_BATTERY,INDIA,WR,0.0
2030,SIXHR_BATTERY,INDIA,NR,0.0
2030,SIXHR_BATTERY,INDIA,SR,0.0
2030,SIXHR_BATTERY,INDIA,NER,0.0
2030,PUMPED_STOR,INDIA,ER,0.0
2030,PUMPED_STOR,INDIA,WR,0.0
2030,PUMPED_STOR,INDIA,NR,0.0
2030,PUMPED_STOR,INDIA,SR,0.0
2030,PUMPED_STOR,INDIA,NER,0.0
2031,FOURHR_BATTERY,INDIA,ER,0.0
2031,FOURHR_BATTERY,INDIA,WR,0.0
2031,FOURHR_BATTERY,INDIA,NR,0.0
2031,FOURHR_BATTERY,INDIA,SR,0.0
2031,FOURHR_BATTERY,INDIA,NER,0.0
2031,SIXHR_BATTERY,INDIA,ER,0.0
2031,SIXHR_BATTERY,INDIA,WR,0.0
2031,SIXHR_BATTERY,INDIA,NR,0.0
2031,SIXHR_BATTERY,INDIA,SR,0.0
2031,SIXHR_BATTERY,INDIA,NER,0.0
2031,PUMPED_STOR,INDIA,ER,0.0
2031,PUMPED_STOR,INDIA,WR,0.0
2031,PUMPED_STOR,INDIA,NR,0.0
2031,PUMPED_STOR,INDIA,SR,0.0
2031,PUMPED_STOR,INDIA,NER,0.0
