EnergyService,EnergyCarrier,ModelGeography,SubGeography1,SubGeography2,ConsumerType1,Year,EnergyDemand
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2036,15217.09258
RES_OTHER,ELECTRICITY,INDIA,NR,DL,RURAL,2037,0.036714676
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2037,15869.73979
RES_OTHER,ELECTRICITY,INDIA,NR,DL,RURAL,2038,0.022028806
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2038,16550.37844
RES_OTHER,ELECTRICITY,INDIA,NR,DL,RURAL,2039,0.013217283
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2039,17260.20906
RES_OTHER,ELECTRICITY,INDIA,NR,DL,RURAL,2040,0.00793037
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2040,18000.48367
RES_OTHER,ELECTRICITY,INDIA,NR,DL,RURAL,2041,0.004758222
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2041,18772.50798
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2024,3107.214304
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2024,3869.866854
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2025,3216.526394
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2025,4071.336829
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2026,3329.684094
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2026,4283.295577
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2027,3446.822691
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2027,4506.289154
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2028,3568.082236
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2028,4740.892048
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2029,3693.607703
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2029,4987.708655
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2030,3823.549167
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2030,5247.374834
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2031,3958.061985
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2031,5520.55955
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2032,4097.306975
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2032,5807.966594
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2033,4241.450618
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2033,6110.336399
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2034,4390.665248
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2034,6428.447944
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2035,4545.129262
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2035,6763.120763
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2036,4705.027334
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2036,7115.217056
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2037,4870.550636
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2037,7485.64391
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2038,5041.897063
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2038,7875.355637
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2039,5219.271473
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2039,8285.35623
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2040,5402.885931
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2040,8716.701952
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2041,5592.959964
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2041,9170.504058
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2024,770.6343364
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2024,176.2326559
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2025,776.8971734
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2025,184.0532472
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2026,783.2109076
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2026,192.220889
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2027,789.5759526
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2027,200.7509824
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2028,795.9927254
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2028,209.6596116
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2029,802.4616464
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2029,218.9635746
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2030,808.9831395
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2030,228.6804152
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2031,815.5576318
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2031,238.8284553
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2032,822.1855541
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2032,249.42683
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2033,828.8673405
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2033,260.4955237
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2034,835.6034289
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2034,272.0554075
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2035,842.3942606
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2035,284.1282786
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2036,849.2402804
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2036,296.7369017
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2037,856.1419368
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2037,309.9050516
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2038,863.0996821
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2038,323.657558
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2039,870.1139719
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2039,338.0203528
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2040,877.1852659
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2040,353.0205184
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2041,884.3140273
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2041,368.686339
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2024,876.0520904
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2024,750.6089279
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2025,894.9730861
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2025,780.9853464
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2026,914.3027379
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2026,812.5910692
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2027,934.049872
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2027,845.4758452
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2028,954.2235052
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2028,879.6914362
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2029,974.8328491
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2029,915.2916992
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2030,995.8873141
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2030,952.3326705
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2031,1017.396514
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2031,990.8726541
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2032,1039.37027
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2032,1030.972314
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2033,1061.818616
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2033,1072.694768
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2034,1084.751802
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2034,1116.105689
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2035,1108.180299
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2035,1161.273409
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2036,1132.114806
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2036,1208.269022
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2037,1156.566251
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2037,1257.166503
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2038,1181.545799
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2038,1308.042817
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2039,1207.064855
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2039,1360.978047
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2040,1233.135073
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2040,1416.055514
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2041,1259.768356
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2041,1473.361914
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2024,4133.999211
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2024,4433.054231
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2025,4237.908538
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2025,4558.870935
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2026,4344.429657
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2026,4688.258505
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2027,4453.628218
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2027,4821.318287
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2028,4565.571517
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2028,4958.154505
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2029,4680.328545
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2029,5098.87434
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2030,4797.970026
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2030,5243.588013
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2031,4918.568461
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2031,5392.408877
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2032,5042.198174
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2032,5545.453499
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2033,5168.935358
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2033,5702.841756
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2034,5298.85812
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2034,5864.696927
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2035,5432.04653
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2035,6031.14579
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2036,5568.582671
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2036,6202.318721
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2037,5708.550689
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2037,6378.349794
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2038,5852.036846
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2038,6559.376893
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2039,5999.129571
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2039,6745.541812
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2040,6149.919517
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2040,6936.990369
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2041,6304.499614
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2041,7133.872522
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2024,988.0991484
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2024,730.0640123
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2025,1027.658282
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2025,759.134372
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2026,1068.80119
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2026,789.362282
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2027,1111.591278
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2027,820.7938346
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2028,1156.094492
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2028,853.4769578
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2029,1202.379419
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2029,887.4614876
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2030,1250.517391
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2030,922.7992446
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2031,1300.582594
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2031,959.5441128
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2032,1352.652188
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2032,997.7521221
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2033,1406.806419
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2033,1037.481533
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2034,1463.128746
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2034,1078.792926
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2035,1521.705971
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2035,1121.749294
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2036,1582.62837
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2036,1166.416138
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2037,1645.989833
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2037,1212.861568
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2038,1711.88801
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2038,1261.156404
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2039,1780.42446
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2039,1311.374289
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2040,1851.704806
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2040,1363.591795
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2041,1925.838904
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2041,1417.888546
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2024,8278.127331
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2024,6053.704135
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2025,8709.203719
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2025,6403.019103
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2026,9162.72804
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2026,6772.490481
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2027,9639.869251
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2027,7163.28135
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2028,10141.85718
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2028,7576.621899
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2029,10669.98571
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2029,8013.813308
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2030,11225.61607
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2030,8476.231833
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2031,11810.18041
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2031,8965.333147
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2032,12425.18543
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2032,9482.65692
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2033,13072.21632
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2033,10029.83166
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2034,13752.94078
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2034,10608.57985
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2035,14469.11339
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2035,11220.72337
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2036,15222.58007
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2036,11868.18921
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2037,16015.28288
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2037,12553.01556
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2038,16849.26501
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2038,13277.35823
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2039,17726.67605
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2039,14043.49742
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2040,18649.77752
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2040,14853.8449
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2041,19620.9487
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2041,15710.95159
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2024,693.9552182
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2024,719.703002
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2025,706.4443188
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2025,742.4591777
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2026,719.1581857
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2026,765.9348773
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2027,732.1008637
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2027,790.1528514
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2028,745.276471
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2028,815.1365698
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2029,758.6891994
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2029,840.9102444
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2030,772.3433165
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2030,867.4988528
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2031,786.2431665
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2031,894.9281622
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2032,800.3931719
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2032,923.2247546
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2033,814.7978347
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2033,952.4160525
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2034,829.4617379
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2034,982.5303454
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2035,844.3895472
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2035,1013.596817
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2036,859.5860121
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2036,1045.645575
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2037,875.0559674
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2037,1078.707678
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2038,890.8043353
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2038,1112.815166
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2039,906.8361264
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2039,1148.001093
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2040,923.1564413
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2040,1184.299558
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2041,939.7704726
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2041,1221.745739
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2024,1225.661876
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2024,903.4266885
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2025,1281.335058
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2025,948.0727034
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2026,1339.537079
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2026,994.9250586
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2027,1400.382809
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2027,1044.092788
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2028,1463.992331
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2028,1095.690314
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2029,1530.491186
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2029,1149.837714
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2030,1600.010615
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2030,1206.660999
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2031,1672.687822
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2031,1266.292406
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2032,1748.666242
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2032,1328.87071
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2033,1828.095826
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2033,1394.541541
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2034,1911.133337
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2034,1463.457728
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2035,1997.942656
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2035,1535.779651
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2036,2088.695111
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2036,1611.675617
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2037,2183.569811
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2037,1691.32225
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2038,2282.754
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2038,1774.904902
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2039,2386.443427
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2039,1862.618086
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2040,2494.842734
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2040,1954.665925
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2041,2608.165858
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2041,2051.262633
RES_OTHER,ELECTRICITY,INDIA,WR,GJ,RURAL,2024,744.8928096
RES_OTHER,ELECTRICITY,INDIA,WR,GJ,URBAN,2024,1469.662174
RES_OTHER,ELECTRICITY,INDIA,WR,GJ,RURAL,2025,757.7744525
RES_OTHER,ELECTRICITY,INDIA,WR,GJ,URBAN,2025,1537.233252
RES_OTHER,ELECTRICITY,INDIA,WR,GJ,RURAL,2026,770.8788613
