EnergyService,EnergyCarrier,ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,Elasticity
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2021,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2022,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2023,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2024,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2025,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2026,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2027,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2028,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2029,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2030,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,ER,,2031,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2021,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2022,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2023,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2024,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2025,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2026,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2027,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2028,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2029,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2030,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NER,,2031,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2021,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2022,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2023,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2024,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2025,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2026,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2027,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2028,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2029,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2030,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,NR,,2031,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2021,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2022,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2023,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2024,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2025,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2026,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2027,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2028,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2029,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2030,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,SR,,2031,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2021,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2022,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2023,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2024,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2025,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2026,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2027,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2028,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2029,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2030,0.60343387
IND_ALL,STEAM_COAL,ALL,INDIA,WR,,2031,0.60343387
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2021,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2022,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2023,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2024,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2025,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2026,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2027,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2028,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2029,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2030,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,ER,,2031,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2021,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2022,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2023,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2024,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2025,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2026,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2027,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2028,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2029,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2030,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NER,,2031,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2021,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2022,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2023,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2024,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2025,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2026,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2027,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2028,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2029,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2030,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,NR,,2031,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2021,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2022,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2023,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2024,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2025,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2026,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2027,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2028,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2029,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2030,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,SR,,2031,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2021,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2022,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2023,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2024,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2025,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2026,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2027,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2028,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2029,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2030,0.817555244
IND_ALL,COKING_COAL,ALL,INDIA,WR,,2031,0.817555244
IND_ALL,BIOMASS,ALL,INDIA,,,2021,0.160854323
IND_ALL,BIOMASS,ALL,INDIA,,,2022,0.160854323
IND_ALL,BIOMASS,ALL,INDIA,,,2023,0.160854323
IND_ALL,BIOMASS,ALL,INDIA,,,2024,0.160854323
IND_ALL,BIOMASS,ALL,INDIA,,,2025,0.160854323
IND_ALL,BIOMASS,ALL,INDIA,,,2026,0.160854323
IND_ALL,BIOMASS,ALL,INDIA,,,2027,0.160854323
IND_ALL,BIOMASS,ALL,INDIA,,,2028,0.160854323
IND_ALL,BIOMASS,ALL,INDIA,,,2029,0.160854323
IND_ALL,BIOMASS,ALL,INDIA,,,2030,0.160854323
IND_ALL,BIOMASS,ALL,INDIA,,,2031,0.160854323
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2021,0.763044015
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2022,0.759228795
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2023,0.755432651
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2024,0.751655488
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2025,0.747897211
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2026,0.744157725
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2027,0.740436936
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2028,0.736734751
