EnergyCarrier,ModelGeography,SubGeography1,Year,NonEnergyShare,DomesticPrice,AVTaxOHDom,FixedTaxOHDom,ImportPrice,AVTaxOHImp,FixedTaxOHImp
STEAM_COAL,INDIA,ER,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,WR,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,NR,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,SR,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,NER,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,ER,2021,0,1169.117107,0.2208,400,3383.101804,0.15,400
STEAM_COAL,INDIA,WR,2021,0,1169.117107,0.2208,400,3383.101804,0.15,400
STEAM_COAL,INDIA,NR,2021,0,1169.117107,0.2208,400,3383.101804,0.15,400
STEAM_COAL,INDIA,SR,2021,0,1169.117107,0.2208,400,3383.101804,0.15,400
STEAM_COAL,INDIA,NER,2021,0,1169.117107,0.2208,400,3383.101804,0.15,400
STEAM_COAL,INDIA,ER,2022,0,1180.808278,0.2208,400,3432.853301,0.15,400
STEAM_COAL,INDIA,WR,2022,0,1180.808278,0.2208,400,3432.853301,0.15,400
STEAM_COAL,INDIA,NR,2022,0,1180.808278,0.2208,400,3432.853301,0.15,400
STEAM_COAL,INDIA,SR,2022,0,1180.808278,0.2208,400,3432.853301,0.15,400
STEAM_COAL,INDIA,NER,2022,0,1180.808278,0.2208,400,3432.853301,0.15,400
STEAM_COAL,INDIA,ER,2023,0,1192.61636,0.2208,400,3458.883284,0.15,400
STEAM_COAL,INDIA,WR,2023,0,1192.61636,0.2208,400,3458.883284,0.15,400
STEAM_COAL,INDIA,NR,2023,0,1192.61636,0.2208,400,3458.883284,0.15,400
STEAM_COAL,INDIA,SR,2023,0,1192.61636,0.2208,400,3458.883284,0.15,400
STEAM_COAL,INDIA,NER,2023,0,1192.61636,0.2208,400,3458.883284,0.15,400
STEAM_COAL,INDIA,ER,2024,0,1204.542524,0.2208,400,3478.36995,0.15,400
STEAM_COAL,INDIA,WR,2024,0,1204.542524,0.2208,400,3478.36995,0.15,400
STEAM_COAL,INDIA,NR,2024,0,1204.542524,0.2208,400,3478.36995,0.15,400
STEAM_COAL,INDIA,SR,2024,0,1204.542524,0.2208,400,3478.36995,0.15,400
STEAM_COAL,INDIA,NER,2024,0,1204.542524,0.2208,400,3478.36995,0.15,400
STEAM_COAL,INDIA,ER,2025,0,1216.587949,0.2208,400,3503.588133,0.15,400
STEAM_COAL,INDIA,WR,2025,0,1216.587949,0.2208,400,3503.588133,0.15,400
STEAM_COAL,INDIA,NR,2025,0,1216.587949,0.2208,400,3503.588133,0.15,400
STEAM_COAL,INDIA,SR,2025,0,1216.587949,0.2208,400,3503.588133,0.15,400
STEAM_COAL,INDIA,NER,2025,0,1216.587949,0.2208,400,3503.588133,0.15,400
STEAM_COAL,INDIA,ER,2026,0,1228.753829,0.2208,400,3521.961379,0.15,400
STEAM_COAL,INDIA,WR,2026,0,1228.753829,0.2208,400,3521.961379,0.15,400
STEAM_COAL,INDIA,NR,2026,0,1228.753829,0.2208,400,3521.961379,0.15,400
STEAM_COAL,INDIA,SR,2026,0,1228.753829,0.2208,400,3521.961379,0.15,400
STEAM_COAL,INDIA,NER,2026,0,1228.753829,0.2208,400,3521.961379,0.15,400
STEAM_COAL,INDIA,ER,2027,0,1241.041367,0.2208,400,3539.448226,0.15,400
STEAM_COAL,INDIA,WR,2027,0,1241.041367,0.2208,400,3539.448226,0.15,400
STEAM_COAL,INDIA,NR,2027,0,1241.041367,0.2208,400,3539.448226,0.15,400
STEAM_COAL,INDIA,SR,2027,0,1241.041367,0.2208,400,3539.448226,0.15,400
STEAM_COAL,INDIA,NER,2027,0,1241.041367,0.2208,400,3539.448226,0.15,400
STEAM_COAL,INDIA,ER,2028,0,1253.451781,0.2208,400,3557.021897,0.15,400
STEAM_COAL,INDIA,WR,2028,0,1253.451781,0.2208,400,3557.021897,0.15,400
STEAM_COAL,INDIA,NR,2028,0,1253.451781,0.2208,400,3557.021897,0.15,400
STEAM_COAL,INDIA,SR,2028,0,1253.451781,0.2208,400,3557.021897,0.15,400
STEAM_COAL,INDIA,NER,2028,0,1253.451781,0.2208,400,3557.021897,0.15,400
STEAM_COAL,INDIA,ER,2029,0,1265.986299,0.2208,400,3574.682822,0.15,400
STEAM_COAL,INDIA,WR,2029,0,1265.986299,0.2208,400,3574.682822,0.15,400
STEAM_COAL,INDIA,NR,2029,0,1265.986299,0.2208,400,3574.682822,0.15,400
STEAM_COAL,INDIA,SR,2029,0,1265.986299,0.2208,400,3574.682822,0.15,400
STEAM_COAL,INDIA,NER,2029,0,1265.986299,0.2208,400,3574.682822,0.15,400
STEAM_COAL,INDIA,ER,2030,0,1278.646162,0.2208,400,3592.431436,0.15,400
STEAM_COAL,INDIA,WR,2030,0,1278.646162,0.2208,400,3592.431436,0.15,400
STEAM_COAL,INDIA,NR,2030,0,1278.646162,0.2208,400,3592.431436,0.15,400
STEAM_COAL,INDIA,SR,2030,0,1278.646162,0.2208,400,3592.431436,0.15,400
STEAM_COAL,INDIA,NER,2030,0,1278.646162,0.2208,400,3592.431436,0.15,400
STEAM_COAL,INDIA,ER,2031,0,1291.432623,0.2208,400,3610.268173,0.15,400
STEAM_COAL,INDIA,WR,2031,0,1291.432623,0.2208,400,3610.268173,0.15,400
STEAM_COAL,INDIA,NR,2031,0,1291.432623,0.2208,400,3610.268173,0.15,400
STEAM_COAL,INDIA,SR,2031,0,1291.432623,0.2208,400,3610.268173,0.15,400
STEAM_COAL,INDIA,NER,2031,0,1291.432623,0.2208,400,3610.268173,0.15,400
COKING_COAL,INDIA,ER,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,WR,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,NR,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,SR,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,NER,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,ER,2021,0,0,0,0,8599.893212,0.15,400
COKING_COAL,INDIA,WR,2021,0,0,0,0,8599.893212,0.15,400
COKING_COAL,INDIA,NR,2021,0,0,0,0,8599.893212,0.15,400
COKING_COAL,INDIA,SR,2021,0,0,0,0,8599.893212,0.15,400
COKING_COAL,INDIA,NER,2021,0,0,0,0,8599.893212,0.15,400
COKING_COAL,INDIA,ER,2022,0,0,0,0,8726.36223,0.15,400
COKING_COAL,INDIA,WR,2022,0,0,0,0,8726.36223,0.15,400
COKING_COAL,INDIA,NR,2022,0,0,0,0,8726.36223,0.15,400
COKING_COAL,INDIA,SR,2022,0,0,0,0,8726.36223,0.15,400
COKING_COAL,INDIA,NER,2022,0,0,0,0,8726.36223,0.15,400
COKING_COAL,INDIA,ER,2023,0,0,0,0,8792.53082,0.15,400
COKING_COAL,INDIA,WR,2023,0,0,0,0,8792.53082,0.15,400
COKING_COAL,INDIA,NR,2023,0,0,0,0,8792.53082,0.15,400
COKING_COAL,INDIA,SR,2023,0,0,0,0,8792.53082,0.15,400
COKING_COAL,INDIA,NER,2023,0,0,0,0,8792.53082,0.15,400
COKING_COAL,INDIA,ER,2024,0,0,0,0,8842.066205,0.15,400
COKING_COAL,INDIA,WR,2024,0,0,0,0,8842.066205,0.15,400
COKING_COAL,INDIA,NR,2024,0,0,0,0,8842.066205,0.15,400
COKING_COAL,INDIA,SR,2024,0,0,0,0,8842.066205,0.15,400
COKING_COAL,INDIA,NER,2024,0,0,0,0,8842.066205,0.15,400
COKING_COAL,INDIA,ER,2025,0,0,0,0,8906.171185,0.15,400
COKING_COAL,INDIA,WR,2025,0,0,0,0,8906.171185,0.15,400
COKING_COAL,INDIA,NR,2025,0,0,0,0,8906.171185,0.15,400
COKING_COAL,INDIA,SR,2025,0,0,0,0,8906.171185,0.15,400
COKING_COAL,INDIA,NER,2025,0,0,0,0,8906.171185,0.15,400
COKING_COAL,INDIA,ER,2026,0,0,0,0,8952.876242,0.15,400
COKING_COAL,INDIA,WR,2026,0,0,0,0,8952.876242,0.15,400
COKING_COAL,INDIA,NR,2026,0,0,0,0,8952.876242,0.15,400
COKING_COAL,INDIA,SR,2026,0,0,0,0,8952.876242,0.15,400
COKING_COAL,INDIA,NER,2026,0,0,0,0,8952.876242,0.15,400
COKING_COAL,INDIA,ER,2027,0,0,0,0,8997.328057,0.15,400
COKING_COAL,INDIA,WR,2027,0,0,0,0,8997.328057,0.15,400
COKING_COAL,INDIA,NR,2027,0,0,0,0,8997.328057,0.15,400
COKING_COAL,INDIA,SR,2027,0,0,0,0,8997.328057,0.15,400
COKING_COAL,INDIA,NER,2027,0,0,0,0,8997.328057,0.15,400
COKING_COAL,INDIA,ER,2028,0,0,0,0,9042.000579,0.15,400
COKING_COAL,INDIA,WR,2028,0,0,0,0,9042.000579,0.15,400
COKING_COAL,INDIA,NR,2028,0,0,0,0,9042.000579,0.15,400
COKING_COAL,INDIA,SR,2028,0,0,0,0,9042.000579,0.15,400
COKING_COAL,INDIA,NER,2028,0,0,0,0,9042.000579,0.15,400
COKING_COAL,INDIA,ER,2029,0,0,0,0,9086.894904,0.15,400
COKING_COAL,INDIA,WR,2029,0,0,0,0,9086.894904,0.15,400
COKING_COAL,INDIA,NR,2029,0,0,0,0,9086.894904,0.15,400
COKING_COAL,INDIA,SR,2029,0,0,0,0,9086.894904,0.15,400
COKING_COAL,INDIA,NER,2029,0,0,0,0,9086.894904,0.15,400
COKING_COAL,INDIA,ER,2030,0,0,0,0,9132.012133,0.15,400
COKING_COAL,INDIA,WR,2030,0,0,0,0,9132.012133,0.15,400
COKING_COAL,INDIA,NR,2030,0,0,0,0,9132.012133,0.15,400
COKING_COAL,INDIA,SR,2030,0,0,0,0,9132.012133,0.15,400
COKING_COAL,INDIA,NER,2030,0,0,0,0,9132.012133,0.15,400
COKING_COAL,INDIA,ER,2031,0,0,0,0,9177.353374,0.15,400
COKING_COAL,INDIA,WR,2031,0,0,0,0,9177.353374,0.15,400
COKING_COAL,INDIA,NR,2031,0,0,0,0,9177.353374,0.15,400
COKING_COAL,INDIA,SR,2031,0,0,0,0,9177.353374,0.15,400
COKING_COAL,INDIA,NER,2031,0,0,0,0,9177.353374,0.15,400
