EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,EndUseDemandMetByDom
COKING_COAL,2028,,,,INDIA,NR,0.0
COKING_COAL,2028,,,,INDIA,SR,0.0
COKING_COAL,2028,,,,INDIA,NER,0.0
COKING_COAL,2029,,,,INDIA,ER,0.0
COKING_COAL,2029,,,,INDIA,WR,0.0
COKING_COAL,2029,,,,INDIA,NR,0.0
COKING_COAL,2029,,,,INDIA,SR,0.0
COKING_COAL,2029,,,,INDIA,NER,0.0
COKING_COAL,2030,,,,INDIA,ER,0.0
COKING_COAL,2030,,,,INDIA,WR,0.0
COKING_COAL,2030,,,,INDIA,NR,0.0
COKING_COAL,2030,,,,INDIA,SR,0.0
COKING_COAL,2030,,,,INDIA,NER,0.0
COKING_COAL,2031,,,,INDIA,ER,0.0
COKING_COAL,2031,,,,INDIA,WR,0.0
COKING_COAL,2031,,,,INDIA,NR,0.0
COKING_COAL,2031,,,,INDIA,SR,0.0
COKING_COAL,2031,,,,INDIA,NER,0.0
STEAM_COAL,2021,,,,INDIA,ER,94.28680557403794
STEAM_COAL,2021,,,,INDIA,WR,88.67567751266309
STEAM_COAL,2021,,,,INDIA,NR,25.496294411450172
STEAM_COAL,2021,,,,INDIA,SR,27.54795182251067
STEAM_COAL,2021,,,,INDIA,NER,0.5326835858315025
STEAM_COAL,2022,,,,INDIA,ER,99.16086578996627
STEAM_COAL,2022,,,,INDIA,WR,94.24284165969748
STEAM_COAL,2022,,,,INDIA,NR,26.988667671807676
STEAM_COAL,2022,,,,INDIA,SR,29.256375740993033
STEAM_COAL,2022,,,,INDIA,NER,0.5648517543241328
STEAM_COAL,2023,,,,INDIA,ER,103.24146355856448
STEAM_COAL,2023,,,,INDIA,WR,99.15684308559663
STEAM_COAL,2023,,,,INDIA,NR,28.281247527779758
STEAM_COAL,2023,,,,INDIA,SR,30.757449395578035
STEAM_COAL,2023,,,,INDIA,NER,0.5930099721663312
STEAM_COAL,2024,,,,INDIA,ER,106.64075619765333
STEAM_COAL,2024,,,,INDIA,WR,103.50559240027764
STEAM_COAL,2024,,,,INDIA,NR,29.401039053955483
STEAM_COAL,2024,,,,INDIA,SR,32.07855049935531
STEAM_COAL,2024,,,,INDIA,NER,0.6177133457569751
STEAM_COAL,2025,,,,INDIA,ER,110.06753424068754
STEAM_COAL,2025,,,,INDIA,WR,107.97015018033746
STEAM_COAL,2025,,,,INDIA,NR,30.542029898863724
STEAM_COAL,2025,,,,INDIA,SR,33.430589262675696
STEAM_COAL,2025,,,,INDIA,NER,0.6430393417726079
STEAM_COAL,2026,,,,INDIA,ER,113.55410655112875
STEAM_COAL,2026,,,,INDIA,WR,112.58591649547547
STEAM_COAL,2026,,,,INDIA,NR,31.713590798954538
STEAM_COAL,2026,,,,INDIA,SR,34.824078426352294
STEAM_COAL,2026,,,,INDIA,NER,0.6691994146402283
STEAM_COAL,2027,,,,INDIA,ER,117.08579414668488
STEAM_COAL,2027,,,,INDIA,WR,117.3423785170954
STEAM_COAL,2027,,,,INDIA,NR,32.91207120772604
STEAM_COAL,2027,,,,INDIA,SR,36.25528830304356
STEAM_COAL,2027,,,,INDIA,NER,0.6961317835839314
STEAM_COAL,2028,,,,INDIA,ER,120.72148451529307
STEAM_COAL,2028,,,,INDIA,WR,122.30354218987239
STEAM_COAL,2028,,,,INDIA,NR,34.15461778231045
STEAM_COAL,2028,,,,INDIA,SR,37.743463834132655
STEAM_COAL,2028,,,,INDIA,NER,0.7242163978039265
STEAM_COAL,2029,,,,INDIA,ER,124.46401417158577
STEAM_COAL,2029,,,,INDIA,WR,127.4783794373851
STEAM_COAL,2029,,,,INDIA,NR,35.442793722105115
STEAM_COAL,2029,,,,INDIA,SR,39.29077873052524
STEAM_COAL,2029,,,,INDIA,NER,0.7535061153801248
STEAM_COAL,2030,,,,INDIA,ER,128.31628811382004
STEAM_COAL,2030,,,,INDIA,WR,132.87625902640005
STEAM_COAL,2030,,,,INDIA,NR,36.778214954863834
STEAM_COAL,2030,,,,INDIA,SR,40.899484995562275
STEAM_COAL,2030,,,,INDIA,NER,0.7840564743244745
STEAM_COAL,2031,,,,INDIA,ER,132.28128139446792
STEAM_COAL,2031,,,,INDIA,WR,138.50696393297622
STEAM_COAL,2031,,,,INDIA,NR,38.16255177359841
STEAM_COAL,2031,,,,INDIA,SR,42.57191552350462
STEAM_COAL,2031,,,,INDIA,NER,0.8159258440766084
NATGAS,2021,,,,INDIA,,19.47855532261474
NATGAS,2022,,,,INDIA,,19.782017226484214
NATGAS,2023,,,,INDIA,,20.350782864918873
NATGAS,2024,,,,INDIA,,20.331681313876388
NATGAS,2025,,,,INDIA,,21.01190565959415
NATGAS,2026,,,,INDIA,,21.359566172675777
NATGAS,2027,,,,INDIA,,20.818433847907205
NATGAS,2028,,,,INDIA,,21.638571145269022
NATGAS,2029,,,,INDIA,,21.13824451612333
NATGAS,2030,,,,INDIA,,21.705908880699994
NATGAS,2031,,,,INDIA,,23.403705901267397
BIOGAS,2021,,,,INDIA,,0.5009670993700904
BIOGAS,2022,,,,INDIA,,0.4790407141068772
BIOGAS,2023,,,,INDIA,,0.46630671192891926
BIOGAS,2024,,,,INDIA,,0.4564052995478164
BIOGAS,2025,,,,INDIA,,0.44973505362969135
BIOGAS,2026,,,,INDIA,,0.4447883916319732
BIOGAS,2027,,,,INDIA,,0.437160704531786
BIOGAS,2028,,,,INDIA,,0.43071207968366654
BIOGAS,2029,,,,INDIA,,0.4248682730380467
BIOGAS,2030,,,,INDIA,,0.4194396521517007
BIOGAS,2031,,,,INDIA,,0.4140970840143428
BIOMASS,2021,,,,INDIA,,299.7163551137506
BIOMASS,2022,,,,INDIA,,290.8826910653277
BIOMASS,2023,,,,INDIA,,283.57302668219296
BIOMASS,2024,,,,INDIA,,277.55570806698717
BIOMASS,2025,,,,INDIA,,271.63670851552956
BIOMASS,2026,,,,INDIA,,266.0071916099693
BIOMASS,2027,,,,INDIA,,260.87672351485793
BIOMASS,2028,,,,INDIA,,256.06296155245917
BIOMASS,2029,,,,INDIA,,251.5085437148618
BIOMASS,2030,,,,INDIA,,247.22681243019144
BIOMASS,2031,,,,INDIA,,243.0964303316929
CRUDE,2021,,,,INDIA,,0.0
CRUDE,2022,,,,INDIA,,0.0
CRUDE,2023,,,,INDIA,,0.0
CRUDE,2024,,,,INDIA,,0.0
CRUDE,2025,,,,INDIA,,0.0
CRUDE,2026,,,,INDIA,,0.0
CRUDE,2027,,,,INDIA,,0.0
CRUDE,2028,,,,INDIA,,0.0
CRUDE,2029,,,,INDIA,,0.0
CRUDE,2030,,,,INDIA,,0.0
CRUDE,2031,,,,INDIA,,0.0
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,61.110816474239385
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,144.94926701214123
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,130.7698848438379
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,129.1455987129164
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,3.636470122973966
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,ER,71.04841549625033
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,WR,167.40553215534877
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NR,156.3728577665117
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,SR,149.0018224963629
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NER,5.1839502998020945
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,ER,72.27197836497207
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,WR,163.73471642777272
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NR,162.5110646649377
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,SR,144.73250742487977
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NER,6.3582332493681015
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,71.08476831982239
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,153.88484337555715
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,153.63947942752947
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,133.16423945325963
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,5.741214819236132
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,ER,112.60659456253903
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,WR,208.07608662867403
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NR,252.65835989719193
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,SR,187.07505581290738
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NER,10.50762411252796
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,ER,148.05784026017557
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,WR,330.3574803313153
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NR,322.46717918109283
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,SR,296.40185736259906
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NER,8.438598778592294
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,ER,67.25342377897539
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,WR,114.16655439383075
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NR,116.8600094081387
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,SR,98.74480874894303
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NER,5.304136966519552
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,ER,69.94344931371782
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,WR,131.8736140586485
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NR,125.92721258774952
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,SR,113.5910528873377
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NER,5.677480291870984
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,ER,71.7181080584015
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,WR,138.53136866404893
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NR,137.3126710198739
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,SR,120.84143156737497
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NER,6.877281698857566
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,71.23407832093126
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,135.55908818197818
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,136.0818605573441
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,116.82822859232138
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,6.525800998622596
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,ER,110.62603556817089
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,WR,162.15656549593595
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NR,211.56069881578955
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,SR,147.81843464877176
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NER,11.930044820970092
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,ER,151.46593574501244
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,WR,218.09854431398279
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NR,252.35763551687026
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,SR,174.45628489203042
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NER,9.215803371687244
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,ER,52.769523032755664
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,WR,120.25024575567659
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,NR,99.92494902069822
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,SR,104.68145680964565
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,NER,3.312577353085999
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,ER,68.52646884165698
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,WR,152.6669430229917
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,NR,131.76991200019717
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,SR,135.0431092835415
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,NER,5.133020184966438
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,ER,72.03116395026983
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,WR,166.62146875261328
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,NR,153.91780577843008
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,SR,149.79898440639417
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,NER,6.491500344662904
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,ER,70.31203230710517
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,WR,160.8904192108196
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NR,148.14790699684346
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,SR,143.03589988486877
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NER,5.417097151993903
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,ER,100.92274010360181
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,WR,179.58920229367965
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,NR,186.90029081936433
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,SR,166.00684828578264
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,NER,9.819783682530268
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,118.83451876633052
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,265.13380741971093
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,227.5707310326044
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,230.2029917271928
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,8.220387435910276
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,ER,50.580648661355156
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,WR,127.22078550221735
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,NR,106.34266084913104
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,SR,110.06813450204294
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,NER,4.25934952502929
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,ER,57.70611705291779
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,WR,151.21384864564908
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,NR,114.61147668613322
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,SR,131.64697521000764
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,NER,3.6031164393416537
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,ER,63.90648425776302
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,WR,165.63352083128316
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,NR,124.0205364411543
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,SR,149.93151838320276
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,NER,4.086975351420646
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,60.299126210854176
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,159.05542578853957
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,118.14650610581522
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,142.6027842519236
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,3.7753329286173662
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,ER,76.90746251480361
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,WR,161.6050508632335
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NR,131.55386031059467
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,SR,144.3556919347426
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NER,7.836219210246856
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,ER,107.72038802856459
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,WR,266.2770427144742
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NR,204.50915044554685
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,SR,224.03378305795144
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NER,7.131883155128511
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,ER,48.415426313583815
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,WR,119.93198277425665
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NR,93.05054609279955
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,SR,103.3753980642496
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NER,2.9376821650517835
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,ER,64.40954860743602
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,WR,153.28702787765678
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NR,115.47514102409824
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,SR,137.22860460290548
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NER,4.155553898439264
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,ER,70.65411949317803
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,WR,169.7395783041344
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NR,132.84479622706107
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,SR,154.83631041324605
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NER,5.19832679116306
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,ER,69.6406921644617
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,WR,165.57782968911303
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NR,130.96836774213187
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,SR,149.80003870162625
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NER,4.670363721477281
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,ER,94.72649168108744
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,WR,182.58437963879112
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NR,151.03618248431155
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,SR,176.9389061150363
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NER,8.779215367226065
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,ER,116.17040329608173
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,WR,272.2808002881376
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NR,209.5617826884166
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,SR,241.51771572203194
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NER,7.689556197835163
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,ER,67.05317933931157
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,WR,151.63685111953117
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NR,137.16985167340178
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,SR,139.86669896214676
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NER,4.268631438033836
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,ER,76.00518676937557
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,WR,177.9228932795675
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NR,166.94740772002692
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,SR,160.15551258173372
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NER,5.976680333517904
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,ER,77.09695253432498
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,WR,174.8557979683604
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NR,174.05568903424233
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,SR,155.82323112752215
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NER,7.142443958886597
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,75.94814522954034
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,164.37713234314367
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,164.54176194898034
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,143.30615316014934
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,6.584118981140431
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,ER,119.099851700596
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,WR,220.02164721184784
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NR,266.99461585373973
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,SR,200.0508552474477
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NER,11.87221765693517
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,ER,165.20801657321275
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,WR,337.2718950615957
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NR,332.8531124488524
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,SR,316.5744358348443
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NER,9.53379262979362
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,ER,72.10826169475546
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,WR,124.5895780312125
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NR,133.8095803615281
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,SR,107.60380663922153
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NER,5.707785332776693
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,ER,74.46882088750421
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,WR,142.34601579077665
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NR,139.44212237207114
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,SR,121.82418415147198
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NER,6.123413726032212
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,ER,76.27658336872749
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,WR,148.81705787719036
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NR,150.3512826342935
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,SR,129.196584879427
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NER,7.367588982977724
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,75.85070886812221
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,145.90705268019383
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,149.33712860794424
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,125.27318075127548
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,7.006486022724767
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,ER,117.15868368052196
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,WR,177.1314076199501
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,NR,236.714272109669
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,SR,159.41490099233718
