EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,DomesticProd
COKING_COAL,2028,,,,INDIA,SR,0.0
COKING_COAL,2028,,,,INDIA,NER,0.0
COKING_COAL,2029,,,,INDIA,ER,0.0
COKING_COAL,2029,,,,INDIA,WR,0.0
COKING_COAL,2029,,,,INDIA,NR,0.0
COKING_COAL,2029,,,,INDIA,SR,0.0
COKING_COAL,2029,,,,INDIA,NER,0.0
COKING_COAL,2030,,,,INDIA,ER,0.0
COKING_COAL,2030,,,,INDIA,WR,0.0
COKING_COAL,2030,,,,INDIA,NR,0.0
COKING_COAL,2030,,,,INDIA,SR,0.0
COKING_COAL,2030,,,,INDIA,NER,0.0
COKING_COAL,2031,,,,INDIA,ER,0.0
COKING_COAL,2031,,,,INDIA,WR,0.0
COKING_COAL,2031,,,,INDIA,NR,0.0
COKING_COAL,2031,,,,INDIA,SR,0.0
COKING_COAL,2031,,,,INDIA,NER,0.0
STEAM_COAL,2021,,,,INDIA,ER,319.48
STEAM_COAL,2021,,,,INDIA,WR,365.38
STEAM_COAL,2021,,,,INDIA,NR,27.78
STEAM_COAL,2021,,,,INDIA,SR,92.14
STEAM_COAL,2021,,,,INDIA,NER,0.42
STEAM_COAL,2022,,,,INDIA,ER,330.96
STEAM_COAL,2022,,,,INDIA,WR,383.0
STEAM_COAL,2022,,,,INDIA,NR,29.37
STEAM_COAL,2022,,,,INDIA,SR,95.15
STEAM_COAL,2022,,,,INDIA,NER,0.35
STEAM_COAL,2023,,,,INDIA,ER,342.86
STEAM_COAL,2023,,,,INDIA,WR,401.46
STEAM_COAL,2023,,,,INDIA,NR,31.06
STEAM_COAL,2023,,,,INDIA,SR,98.26
STEAM_COAL,2023,,,,INDIA,NER,0.28
STEAM_COAL,2024,,,,INDIA,ER,355.18
STEAM_COAL,2024,,,,INDIA,WR,420.82
STEAM_COAL,2024,,,,INDIA,NR,32.84
STEAM_COAL,2024,,,,INDIA,SR,101.47
STEAM_COAL,2024,,,,INDIA,NER,0.23
STEAM_COAL,2025,,,,INDIA,ER,367.95
STEAM_COAL,2025,,,,INDIA,WR,441.11
STEAM_COAL,2025,,,,INDIA,NR,34.73
STEAM_COAL,2025,,,,INDIA,SR,104.79
STEAM_COAL,2025,,,,INDIA,NER,0.19
STEAM_COAL,2026,,,,INDIA,ER,361.34087220326086
STEAM_COAL,2026,,,,INDIA,WR,462.38
STEAM_COAL,2026,,,,INDIA,NR,36.73
STEAM_COAL,2026,,,,INDIA,SR,108.22
STEAM_COAL,2026,,,,INDIA,NER,0.16
STEAM_COAL,2027,,,,INDIA,ER,359.8382731982504
STEAM_COAL,2027,,,,INDIA,WR,457.4355986568399
STEAM_COAL,2027,,,,INDIA,NR,38.84
STEAM_COAL,2027,,,,INDIA,SR,111.76
STEAM_COAL,2027,,,,INDIA,NER,0.13
STEAM_COAL,2028,,,,INDIA,ER,355.66635919161615
STEAM_COAL,2028,,,,INDIA,WR,459.4457033062189
STEAM_COAL,2028,,,,INDIA,NR,41.07
STEAM_COAL,2028,,,,INDIA,SR,115.41
STEAM_COAL,2028,,,,INDIA,NER,0.11
STEAM_COAL,2029,,,,INDIA,ER,364.7158083174872
STEAM_COAL,2029,,,,INDIA,WR,460.1127772351377
STEAM_COAL,2029,,,,INDIA,NR,43.43
STEAM_COAL,2029,,,,INDIA,SR,119.19
STEAM_COAL,2029,,,,INDIA,NER,0.08999999999999998
STEAM_COAL,2030,,,,INDIA,ER,369.6859077485035
STEAM_COAL,2030,,,,INDIA,WR,467.0675173804885
STEAM_COAL,2030,,,,INDIA,NR,45.92
STEAM_COAL,2030,,,,INDIA,SR,123.08
STEAM_COAL,2030,,,,INDIA,NER,0.07
STEAM_COAL,2031,,,,INDIA,ER,374.50645057078356
STEAM_COAL,2031,,,,INDIA,WR,494.92596635771724
STEAM_COAL,2031,,,,INDIA,NR,48.56
STEAM_COAL,2031,,,,INDIA,SR,127.11
STEAM_COAL,2031,,,,INDIA,NER,0.06
NATGAS,2021,,,,INDIA,,19.73617931082
NATGAS,2022,,,,INDIA,,20.13269360676
NATGAS,2023,,,,INDIA,,20.53560329457
NATGAS,2024,,,,INDIA,,20.94490837425
NATGAS,2025,,,,INDIA,,21.36700423767
NATGAS,2026,,,,INDIA,,21.78910010109
NATGAS,2027,,,,INDIA,,22.23038214012
NATGAS,2028,,,,INDIA,,22.671664179150003
NATGAS,2029,,,,INDIA,,23.125737001919997
NATGAS,2030,,,,INDIA,,23.586205216560003
NATGAS,2031,,,,INDIA,,24.05946421494
BIOGAS,2021,,,,INDIA,,0.5009670993700904
BIOGAS,2022,,,,INDIA,,0.4790407141068772
BIOGAS,2023,,,,INDIA,,0.46630671192891926
BIOGAS,2024,,,,INDIA,,0.4564052995478164
BIOGAS,2025,,,,INDIA,,0.44973505362969135
BIOGAS,2026,,,,INDIA,,0.4447883916319732
BIOGAS,2027,,,,INDIA,,0.437160704531786
BIOGAS,2028,,,,INDIA,,0.43071207968366654
BIOGAS,2029,,,,INDIA,,0.4248682730380467
BIOGAS,2030,,,,INDIA,,0.4194396521517007
BIOGAS,2031,,,,INDIA,,0.4140970840143428
BIOMASS,2021,,,,INDIA,,300.28496431686
BIOMASS,2022,,,,INDIA,,291.4524336741075
BIOMASS,2023,,,,INDIA,,283.7991584729468
BIOMASS,2024,,,,INDIA,,278.1243172700966
BIOMASS,2025,,,,INDIA,,272.205317718639
BIOMASS,2026,,,,INDIA,,266.783520136409
BIOMASS,2027,,,,INDIA,,261.5917319714785
BIOMASS,2028,,,,INDIA,,256.6315707555686
BIOMASS,2029,,,,INDIA,,252.38258240705687
BIOMASS,2030,,,,INDIA,,248.9057977084512
BIOMASS,2031,,,,INDIA,,246.10534957215327
CRUDE,2021,,,,INDIA,,32.49
CRUDE,2022,,,,INDIA,,32.82
CRUDE,2023,,,,INDIA,,33.14
CRUDE,2024,,,,INDIA,,33.48
CRUDE,2025,,,,INDIA,,33.81
CRUDE,2026,,,,INDIA,,34.15
CRUDE,2027,,,,INDIA,,34.49
CRUDE,2028,,,,INDIA,,34.83
CRUDE,2029,,,,INDIA,,35.18
CRUDE,2030,,,,INDIA,,35.53
CRUDE,2031,,,,INDIA,,35.89
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,117.39350653764271
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,220.91518764133338
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,79.95415096608406
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,154.4381838235779
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,4.867630944503039
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,ER,118.33267153828109
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,WR,280.40345904074445
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NR,86.03277210760751
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,SR,185.60089197873762
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NER,5.680791917987943
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,ER,118.3126339536925
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,WR,236.1651198714528
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NR,118.09402201132268
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,SR,197.99601948964147
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NER,6.328623551838802
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,117.32914292803325
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,185.49018180477472
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,151.8539825246019
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,175.095552808601
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,6.254648599994267
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,ER,156.1819864281852
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,WR,380.1371907912412
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NR,192.45500631142687
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,SR,207.8460075052935
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NER,13.731122226196318
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,ER,311.51015030736374
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,WR,364.5907479382578
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NR,277.077543554686
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,SR,394.7778659021503
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NER,11.295564972036335
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,ER,118.73604277081895
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,WR,117.99649631892603
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NR,87.96002946284997
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,SR,165.69236634040215
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NER,7.099901926596384
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,ER,119.49698577569959
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,WR,185.42600668571973
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NR,57.59964780507207
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,SR,183.21510821080267
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NER,7.599644111173465
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,ER,119.44627897251152
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,WR,168.06073470789232
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NR,99.38152346305185
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,SR,191.77259338271801
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NER,8.344555448591555
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,118.69595560063506
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,211.29339690272053
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,52.64524592047847
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,186.37782228801865
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,8.488610404653025
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,ER,157.69841829092098
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,WR,274.3132575329592
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NR,130.71674523127803
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,SR,223.91513246621142
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NER,11.114900874778076
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,ER,315.39761457238563
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,WR,197.46704390602056
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NR,134.59092191520787
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,SR,336.9627457301638
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NER,16.864016710970954
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,ER,118.30079448104911
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,WR,152.2610990773195
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,NR,35.0694916513201
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,SR,159.49489651325004
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,NER,5.592639822170123
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,ER,119.20094353524284
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,WR,247.56388472383213
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,NR,47.283509078581694
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,SR,188.4175658538136
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,NER,6.416298277848735
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,ER,119.0858729572748
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,WR,279.4350064672203
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,NR,76.64637389681019
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,SR,194.19661240656393
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,NER,7.150431502358141
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,ER,118.08462097981983
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,WR,272.35617883876546
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NR,82.59184317397133
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,SR,169.41598453447776
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NER,7.251105834704414
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,ER,157.009027495546
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,WR,319.99536430957073
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,NR,102.71104246364258
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,SR,204.03968162449414
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,NER,10.055737455141266
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,314.018054991092
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,248.0876561167975
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,84.73819140704482
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,390.2298965648489
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,14.751372166251258
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,ER,116.46743630457793
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,WR,158.44495375170914
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,NR,62.15312899086055
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,SR,150.05935017414782
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,NER,3.715291200899961
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,ER,117.46220191095118
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,WR,183.63108994710177
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,NR,81.38383956769266
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,SR,176.98703974351685
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,NER,4.549102515337083
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,ER,117.44992962707505
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,WR,197.10761161273481
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,NR,117.81524480326303
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,SR,184.69469460318948
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,NER,5.15197400284902
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,116.30936031315456
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,229.97434491625103
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,80.6102542856565
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,162.2315700102555
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,5.0491007959358685
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,ER,154.7249894026492
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,WR,260.82735645621204
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NR,28.179347255910447
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,SR,195.20413081533115
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NER,6.720395763626463
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,ER,309.4499788052984
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,WR,249.4997474852944
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NR,55.0525481945384
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,SR,378.2388666451784
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NER,9.546448606620944
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,ER,116.56860957647386
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,WR,162.6098370778983
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NR,22.893185499910064
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,SR,148.04022740850317
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NER,3.9322618165844663
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,ER,117.65342848318915
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,WR,246.10143330476757
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NR,37.07785459306104
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,SR,179.40706644125174
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NER,4.761177913508311
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,ER,117.71092105735082
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,WR,274.02087375234237
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NR,66.89642185084222
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,SR,192.33210511816534
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NER,5.282663597952434
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,ER,116.62987779053005
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,WR,282.58353066271314
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NR,63.776182382100345
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,SR,172.51500312710348
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NER,5.187650166926797
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,ER,154.83510923014924
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,WR,337.6642577922942
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NR,62.60679900760227
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,SR,195.32930436447083
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NER,6.893604102058244
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,ER,309.6702184602985
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,WR,374.26886005247445
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NR,57.07492037919662
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,SR,292.96347856098714
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NER,10.29292705077053
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,ER,123.0360164885191
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,WR,236.0718286067006
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NR,80.37282980318273
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,SR,166.45384199858108
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NER,5.593264652115251
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,ER,124.03037806027395
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,WR,294.2799924423109
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NR,94.01118431531931
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,SR,199.91665999485792
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NER,6.41195793450939
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,ER,124.00919811003928
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,WR,280.2073415343615
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NR,98.08305374327108
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,SR,213.0045090815084
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NER,6.849681800048601
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,122.967960220588
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,234.79214010551124
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,126.2884250124174
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,188.30602892009065
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,6.741687661693143
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,ER,163.660190394858
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,WR,392.3292506943532
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NR,207.04370784968256
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,SR,223.3814665762282
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NER,15.739049468000943
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,ER,326.4664005338653
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,WR,407.9947840134717
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NR,248.97760667681774
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,SR,425.16700404522254
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NER,12.638989458749608
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,ER,124.38200068488302
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,WR,124.25935638505322
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NR,111.48841889741067
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,SR,177.36365481757193
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NER,7.566835304171272
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,ER,125.18762172545539
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,WR,143.92309675180627
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NR,122.51633608750831
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,SR,194.1008027352512
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NER,8.117835633746017
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,ER,125.13392113451091
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,WR,151.8626093012895
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NR,138.95801396723428
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,SR,202.7779958256519
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NER,8.85817626134718
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,124.33955610047727
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,148.2922380269126
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,137.11720666388607
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,198.16021439353904
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,9.230987702333575
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,ER,165.19019852557298
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,WR,292.3199211406425
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,NR,155.55943830525987
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,SR,240.09849532084692
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,NER,12.088410901267075
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,ER,330.38118860384225
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,WR,241.70252272325703
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,NR,175.6265033896145
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,SR,363.5722991411677
